,id,marca,modelo,preco_minimo,idade_veiculo,km_rodados,tipo_vendedor,tipo_combustivel,tipo_transmissao,potencia_maxima,preco_venda,ipva,ano,estado
1220,1351,Maruti,Alto,614646.3878326996,9,10000,particular,Petrol,Manual,67.1,225000,9000.0,2015,novo
1221,1352,Maruti,Swift Dzire,698000.0,10,70000,particular,Petrol,Manual,85.8,315000,12600.0,2014,moderadamente rodado
1222,1353,Hyundai,EON,967624.184646262,6,70000,particular,Petrol,Manual,55.2,250000,10000.0,2018,moderadamente rodado
1223,1355,Maruti,Swift Dzire,614646.3878326996,3,20000,particular,Diesel,Manual,74.02,650000,26000.0,2021,novo
1224,1356,Maruti,Baleno,614646.3878326996,6,63000,distribuidora,Diesel,Manual,74.0,510000,20400.0,2018,moderadamente rodado
1225,1357,Maruti,Swift,614646.3878326996,8,90145,distribuidora,Diesel,Manual,74.0,350000,14000.0,2016,rodado
1226,1358,Honda,Accord,1210698.5413290113,14,64000,distribuidora,Petrol,Automatic,218.0,240000,9600.0,2010,moderadamente rodado
1227,1359,BMW,X1,4738000.0,9,50000,particular,Diesel,Automatic,184.0,1200000,48000.0,2015,moderadamente rodado
1228,1360,Honda,City,1258000.0,5,5000,particular,Petrol,Manual,117.3,900000,36000.0,2019,novo
1229,1361,Maruti,SX4,614646.3878326996,9,81300,particular,Diesel,Manual,88.8,350000,14000.0,2015,rodado
1230,1363,Maruti,Baleno,668000.0,4,25000,distribuidora,Petrol,Manual,83.1,590000,23600.0,2020,novo
1231,1364,Toyota,Innova,1990000.0,2,31999,distribuidora,Diesel,Automatic,171.5,1825000,73000.0,2022,moderadamente rodado
1232,1365,Honda,City,1268000.0,12,59915,distribuidora,Petrol,Manual,118.0,295000,11800.0,2012,moderadamente rodado
1233,1366,Mahindra,XUV500,1564000.0,2,31000,particular,Diesel,Manual,152.87,1450000,58000.0,2022,moderadamente rodado
1234,1367,Mercedes-Benz,GL-Class,117489928.05755396,7,51000,distribuidora,Diesel,Automatic,254.8,3495000,139800.0,2017,moderadamente rodado
1235,1368,Hyundai,i20,798000.0,3,50000,particular,Petrol,Manual,81.83,584000,23360.0,2021,moderadamente rodado
1236,1369,Hyundai,i20,967624.184646262,3,50000,particular,Petrol,Manual,81.83,620000,24800.0,2021,moderadamente rodado
1237,1370,Maruti,Swift Dzire,680000.0,6,120000,particular,Petrol,Manual,83.14,350000,14000.0,2018,rodado
1238,1371,Hyundai,Grand,967624.184646262,8,32000,distribuidora,Diesel,Manual,70.0,365000,14600.0,2016,moderadamente rodado
1239,1372,Hyundai,EON,967624.184646262,6,30000,particular,Petrol,Manual,55.2,250000,10000.0,2018,moderadamente rodado
1240,1373,Maruti,Ertiga,862000.0,5,30000,distribuidora,Petrol,Manual,91.1,635000,25400.0,2019,moderadamente rodado
1241,1374,Toyota,Innova,2876695.0,7,54800,distribuidora,Diesel,Manual,100.0,851000,34040.0,2017,moderadamente rodado
1242,1375,Hyundai,Xcent,967624.184646262,5,70000,particular,Petrol,Manual,82.0,400000,16000.0,2019,moderadamente rodado
1243,1376,Maruti,Swift,629000.0,8,13000,particular,Petrol,Manual,85.8,450000,18000.0,2016,novo
1244,1377,Hyundai,Xcent,967624.184646262,5,227000,particular,Diesel,Manual,71.0,450000,18000.0,2019,rodado
1245,1378,Ford,Ecosport,1014000.0,7,60000,distribuidora,Diesel,Manual,89.84,460000,18400.0,2017,moderadamente rodado
1246,1379,Honda,City,1268000.0,3,41000,distribuidora,Petrol,Manual,117.3,800000,32000.0,2021,moderadamente rodado
1247,1380,BMW,5,7320000.0,10,85000,distribuidora,Diesel,Automatic,177.0,999000,39960.0,2014,rodado
1248,1381,Hyundai,i20,960000.0,5,55000,particular,Diesel,Manual,88.73,540000,21600.0,2019,moderadamente rodado
1249,1382,Maruti,Swift Dzire,614646.3878326996,6,80000,particular,Diesel,Manual,74.0,480000,19200.0,2018,rodado
1250,1384,Maruti,Swift Dzire,614646.3878326996,7,60000,particular,Diesel,Manual,74.0,450000,18000.0,2017,moderadamente rodado
1251,1385,Mahindra,Scorpio,1510000.0,5,46000,distribuidora,Diesel,Manual,120.0,1065000,42600.0,2019,moderadamente rodado
1252,1386,Renault,Duster,414304.9645390071,3,77000,particular,Diesel,Manual,83.8,730000,29200.0,2021,moderadamente rodado
1253,1387,Toyota,Innova,2876695.0,6,60200,particular,Diesel,Manual,100.6,820000,32800.0,2018,moderadamente rodado
1254,1388,Mercedes-Benz,C-Class,471600000.0,10,60000,particular,Petrol,Automatic,186.0,900000,36000.0,2014,moderadamente rodado
1255,1389,Renault,KWID,381000.0,4,30000,particular,Petrol,Manual,53.3,300000,12000.0,2020,moderadamente rodado
1256,1390,Ford,Ecosport,972000.0,8,98813,distribuidora,Diesel,Manual,98.59,350000,14000.0,2016,rodado
1257,1391,Skoda,Fabia,2572827.5862068967,8,36000,distribuidora,Petrol,Manual,75.0,290000,11600.0,2016,moderadamente rodado
1258,1392,Mercedes-Benz,GLA,117489928.05755396,2,16000,distribuidora,Petrol,Automatic,183.0,2935000,117400.0,2022,novo
1259,1393,Maruti,Alto,332000.0,5,120000,particular,Petrol,Manual,47.3,198000,7920.0,2019,rodado
1260,1394,BMW,3,5061000.0,4,15000,distribuidora,Diesel,Automatic,184.0,2350000,94000.0,2020,novo
1261,1395,Maruti,Swift Dzire,614646.3878326996,8,80000,particular,Diesel,Manual,74.0,401000,16040.0,2016,rodado
1262,1396,Ford,Ecosport,895000.0,5,27000,distribuidora,Petrol,Manual,110.4,630000,25200.0,2019,novo
1263,1397,Hyundai,Verna,1027000.0,2,4000,distribuidora,Petrol,Automatic,121.3,1250000,50000.0,2022,novo
1264,1398,Hyundai,i20,967624.184646262,7,60000,particular,Diesel,Manual,88.73,400000,16000.0,2017,moderadamente rodado
1265,1399,Maruti,Swift,614646.3878326996,6,45000,distribuidora,Diesel,Manual,74.0,450000,18000.0,2018,moderadamente rodado
1266,1400,Volkswagen,Vento,820416.9884169884,7,95000,distribuidora,Diesel,Manual,103.2,435000,17400.0,2017,rodado
1267,1401,Honda,BRV,1210698.5413290113,3,25000,particular,Petrol,Manual,117.3,857000,34280.0,2021,novo
1268,1402,Volkswagen,Ameo,820416.9884169884,3,25000,particular,Petrol,Manual,73.75,550000,22000.0,2021,novo
1269,1403,Maruti,Swift,629000.0,6,30000,particular,Petrol,Manual,81.8,450000,18000.0,2018,moderadamente rodado
1270,1404,Maruti,Vitara,614646.3878326996,4,79000,particular,Diesel,Manual,88.5,825000,33000.0,2020,moderadamente rodado
1271,1405,Hyundai,Grand,648000.0,6,50283,distribuidora,Petrol,Manual,82.0,404000,16160.0,2018,moderadamente rodado
1272,1406,Honda,City,1268000.0,11,80000,particular,Petrol,Manual,118.0,300000,12000.0,2013,rodado
1273,1407,Hyundai,i20,783000.0,7,110000,particular,Petrol,Manual,82.85,450000,18000.0,2017,rodado
1274,1408,Toyota,Innova,2876695.0,14,200000,particular,Diesel,Manual,102.0,500000,20000.0,2010,rodado
1275,1409,Honda,Jazz,1210698.5413290113,6,65000,distribuidora,Diesel,Manual,98.6,450000,18000.0,2018,moderadamente rodado
1276,1410,Datsun,GO,444000.0,3,21500,particular,Petrol,Manual,67.0,430000,17200.0,2021,novo
1277,1411,Hyundai,i20,967624.184646262,10,52000,distribuidora,Petrol,Manual,80.0,260000,10400.0,2014,moderadamente rodado
1278,1412,Maruti,Alto,353000.0,5,50000,particular,Petrol,Manual,47.3,235000,9400.0,2019,moderadamente rodado
1279,1413,Maruti,Baleno,668000.0,3,20000,particular,Petrol,Manual,83.1,580000,23200.0,2021,novo
1280,1415,Volkswagen,Vento,820416.9884169884,5,60000,distribuidora,Diesel,Automatic,108.5,640000,25600.0,2019,moderadamente rodado
1281,1416,Renault,KWID,368000.0,3,20000,particular,Petrol,Manual,67.0,367000,14680.0,2021,novo
1282,1417,Datsun,GO,497000.0,4,24000,particular,Petrol,Manual,67.0,425000,17000.0,2020,novo
1283,1418,Maruti,Swift Dzire,614646.3878326996,3,60000,particular,Diesel,Manual,74.02,740000,29600.0,2021,moderadamente rodado
1284,1421,Maruti,Swift Dzire,614646.3878326996,8,45000,distribuidora,Diesel,Manual,74.0,390000,15600.0,2016,moderadamente rodado
1285,1422,Toyota,Corolla,2876695.0,5,44000,distribuidora,Petrol,Automatic,138.03,975000,39000.0,2019,moderadamente rodado
1286,1423,Maruti,SX4,614646.3878326996,13,44000,distribuidora,Petrol,Manual,103.2,210000,8400.0,2011,moderadamente rodado
1287,1425,Hyundai,Santro,519000.0,2,4540,distribuidora,Petrol,Automatic,68.07,580000,23200.0,2022,novo
1288,1427,Hyundai,Grand,693000.0,3,41000,particular,Petrol,Manual,81.86,520000,20800.0,2021,moderadamente rodado
1289,1428,Maruti,Swift Dzire,614646.3878326996,7,50900,distribuidora,Diesel,Manual,73.9,450000,18000.0,2017,moderadamente rodado
1290,1429,Maruti,Swift,614646.3878326996,4,55000,distribuidora,Petrol,Manual,83.11,450000,18000.0,2020,moderadamente rodado
1291,1430,Maruti,Swift,634000.0,7,75727,distribuidora,Petrol,Manual,81.8,425000,17000.0,2017,moderadamente rodado
1292,1431,Maruti,Baleno,658000.0,3,20000,particular,Petrol,Manual,83.1,680000,27200.0,2021,novo
1293,1432,Hyundai,i20,797000.0,2,20000,particular,Petrol,Manual,81.86,625000,25000.0,2022,novo
1294,1433,Audi,A4,7113256.41025641,8,29000,distribuidora,Diesel,Automatic,187.74,1250000,50000.0,2016,novo
1295,1434,Maruti,Swift,614646.3878326996,9,62000,distribuidora,Diesel,Manual,74.0,349000,13960.0,2015,moderadamente rodado
1296,1435,Maruti,Alto,614646.3878326996,8,70000,particular,Petrol,Manual,67.1,220000,8800.0,2016,moderadamente rodado
1297,1436,Honda,City,1234000.0,11,49000,distribuidora,Petrol,Manual,117.6,360000,14400.0,2013,moderadamente rodado
1298,1437,Mahindra,Scorpio,1490000.0,10,137000,particular,Diesel,Automatic,120.0,480000,19200.0,2014,rodado
1299,1439,Toyota,Fortuner,3997000.0,6,96000,distribuidora,Diesel,Manual,168.5,1475000,59000.0,2018,rodado
1300,1440,Mahindra,Xylo,1399372.0930232557,9,50000,particular,Diesel,Manual,120.0,345000,13800.0,2015,moderadamente rodado
1301,1441,Maruti,Baleno,669000.0,2,5808,concessionária,Petrol,Manual,81.8,750000,30000.0,2022,novo
1302,1442,Maruti,Baleno,681000.0,4,8245,particular,Petrol,Manual,83.1,690000,27600.0,2020,novo
1303,1443,Honda,Jazz,1210698.5413290113,5,73000,particular,Diesel,Manual,98.6,720000,28800.0,2019,moderadamente rodado
1304,1445,Ford,Ecosport,1007000.0,6,69997,distribuidora,Diesel,Manual,98.96,530000,21200.0,2018,moderadamente rodado
1305,1446,Maruti,Vitara,614646.3878326996,2,35000,particular,Diesel,Automatic,88.5,940000,37600.0,2022,moderadamente rodado
1306,1448,Hyundai,Santro,498000.0,2,10000,particular,Petrol,Manual,68.0,500000,20000.0,2022,novo
1307,1449,Maruti,Eeco,451000.0,2,13000,particular,Petrol,Manual,73.0,340000,13600.0,2022,novo
1308,1450,Honda,Accord,1210698.5413290113,12,50060,distribuidora,Petrol,Automatic,177.6,365000,14600.0,2012,moderadamente rodado
1309,1452,Honda,Mobilio,1210698.5413290113,6,110000,particular,Diesel,Manual,98.6,450000,18000.0,2018,rodado
1310,1453,Maruti,Vitara,614646.3878326996,4,20000,distribuidora,Diesel,Manual,88.5,775000,31000.0,2020,novo
1311,1454,Maruti,Swift,614646.3878326996,6,68251,distribuidora,Diesel,Manual,74.0,410000,16400.0,2018,moderadamente rodado
1312,1455,Hyundai,Creta,1158000.0,4,36000,distribuidora,Petrol,Automatic,121.3,1125000,45000.0,2020,moderadamente rodado
1313,1456,Renault,Pulse,414304.9645390071,5,30000,particular,Diesel,Manual,63.1,450000,18000.0,2019,moderadamente rodado
1314,1457,Toyota,Innova,2876695.0,10,60000,particular,Diesel,Manual,102.0,600000,24000.0,2014,moderadamente rodado
1315,1459,Mahindra,Scorpio,1510000.0,6,60000,particular,Diesel,Manual,120.0,1050000,42000.0,2018,moderadamente rodado
1316,1460,Toyota,Fortuner,3886000.0,6,112000,particular,Diesel,Automatic,168.5,1650000,66000.0,2018,rodado
1317,1461,Mercedes-Benz,GLE,117489928.05755396,5,29000,distribuidora,Diesel,Automatic,201.15,3999000,159960.0,2019,novo
1318,1462,Toyota,Etios,2876695.0,8,50000,particular,Petrol,Manual,88.73,400000,16000.0,2016,moderadamente rodado
1319,1463,Maruti,Wagon R,535000.0,3,60000,particular,Petrol,Manual,67.04,375000,15000.0,2021,moderadamente rodado
1320,1464,Honda,Amaze,704000.0,4,28000,distribuidora,Petrol,Manual,86.7,500000,20000.0,2020,novo
1321,1465,Maruti,Swift,614646.3878326996,5,42000,distribuidora,Diesel,Manual,74.0,485000,19400.0,2019,moderadamente rodado
1322,1466,Maruti,Swift,614646.3878326996,6,90000,particular,Diesel,Manual,74.0,420000,16800.0,2018,rodado
1323,1467,Hyundai,i20,967624.184646262,4,35000,particular,Petrol,Manual,81.86,600000,24000.0,2020,moderadamente rodado
1324,1468,Honda,City,1268000.0,10,50000,distribuidora,Petrol,Manual,118.0,300000,12000.0,2014,moderadamente rodado
1325,1469,Volkswagen,Polo,820416.9884169884,5,100000,particular,Diesel,Manual,88.0,630000,25200.0,2019,rodado
1326,1470,Toyota,Camry,4500000.0,5,80000,distribuidora,Petrol,Automatic,157.7,1995000,79800.0,2019,rodado
1327,1472,Mahindra,XUV500,1654000.0,8,63000,distribuidora,Diesel,Manual,140.0,580000,23200.0,2016,moderadamente rodado
1328,1473,Toyota,Fortuner,3997000.0,8,65000,distribuidora,Diesel,Manual,168.5,1300000,52000.0,2016,moderadamente rodado
1329,1474,Maruti,Alto,614646.3878326996,9,24943,concessionária,Petrol,Manual,67.05,235000,9400.0,2015,novo
1330,1475,Mahindra,Scorpio,1510000.0,3,48976,distribuidora,Diesel,Manual,75.0,1011000,40440.0,2021,moderadamente rodado
1331,1476,Maruti,Wagon R,511000.0,13,110000,particular,Petrol,Manual,67.0,125000,5000.0,2011,rodado
1332,1477,Maruti,Wagon R,614646.3878326996,3,25000,particular,Petrol,Manual,67.04,400000,16000.0,2021,novo
1333,1478,Mahindra,Scorpio,1510000.0,9,110000,particular,Diesel,Manual,120.0,600000,24000.0,2015,rodado
1334,1479,Mahindra,XUV500,1399372.0930232557,6,55000,distribuidora,Diesel,Manual,140.0,925000,37000.0,2018,moderadamente rodado
1335,1480,Toyota,Innova,1997000.0,4,136226,distribuidora,Diesel,Automatic,171.5,1425000,57000.0,2020,rodado
1336,1481,Mahindra,Thar,1399372.0930232557,8,49000,distribuidora,Diesel,Manual,105.0,475000,19000.0,2016,moderadamente rodado
1337,1482,Toyota,Innova,2876695.0,12,250000,particular,Diesel,Manual,102.0,600000,24000.0,2012,rodado
1338,1483,Maruti,Vitara,614646.3878326996,4,24000,distribuidora,Diesel,Manual,88.5,785000,31400.0,2020,novo
1339,1484,Hyundai,i20,967624.184646262,4,7500,particular,Petrol,Manual,81.86,660000,26400.0,2020,novo
1340,1485,Datsun,GO,444000.0,5,50000,particular,Petrol,Manual,67.0,235000,9400.0,2019,moderadamente rodado
1341,1486,Toyota,Etios,2876695.0,10,70000,particular,Petrol,Manual,88.73,325000,13000.0,2014,moderadamente rodado
1342,1487,Maruti,Wagon R,535000.0,9,20000,particular,Petrol,Manual,67.1,230000,9200.0,2015,novo
1343,1489,Hyundai,Grand,967624.184646262,3,15000,particular,Petrol,Manual,81.86,600000,24000.0,2021,novo
1344,1490,Honda,BRV,1210698.5413290113,5,35000,particular,Diesel,Manual,98.6,775000,31000.0,2019,moderadamente rodado
1345,1492,Maruti,Ciaz,614646.3878326996,2,15260,distribuidora,Diesel,Manual,88.5,1095000,43800.0,2022,novo
1346,1493,Renault,Duster,414304.9645390071,9,58000,particular,Diesel,Manual,83.8,500000,20000.0,2015,moderadamente rodado
1347,1494,Toyota,Innova,2876695.0,7,60000,distribuidora,Diesel,Manual,100.6,775000,31000.0,2017,moderadamente rodado
1348,1495,Toyota,Corolla,2876695.0,6,26000,distribuidora,Diesel,Manual,87.2,1200000,48000.0,2018,novo
1349,1496,Renault,Triber,607000.0,2,10000,particular,Petrol,Manual,72.0,550000,22000.0,2022,novo
1350,1497,Hyundai,Accent,967624.184646262,18,72800,particular,Petrol,Manual,94.0,170000,6800.0,2006,moderadamente rodado
1351,1498,Maruti,Alto,341000.0,7,35000,particular,Petrol,Manual,47.3,250000,10000.0,2017,moderadamente rodado
1352,1499,Maruti,Ciaz,614646.3878326996,3,70000,particular,Diesel,Manual,88.5,725000,29000.0,2021,moderadamente rodado
1353,1500,Hyundai,Santro,967624.184646262,11,60000,particular,Petrol,Manual,62.1,180000,7200.0,2013,moderadamente rodado
1354,1501,Ford,Aspire,697000.0,5,20000,particular,Petrol,Manual,86.8,525000,21000.0,2019,novo
1355,1502,Renault,Duster,414304.9645390071,5,55000,particular,Diesel,Manual,83.8,600000,24000.0,2019,moderadamente rodado
1356,1503,Honda,City,1280000.0,8,42462,distribuidora,Petrol,Manual,119.35,480000,19200.0,2016,moderadamente rodado
1357,1504,Honda,Amaze,704000.0,1,12000,distribuidora,Petrol,Manual,88.76,785000,31400.0,2023,novo
1358,1505,Honda,City,1234000.0,7,70000,particular,Petrol,Manual,117.3,560000,22400.0,2017,moderadamente rodado
1359,1506,Hyundai,i20,803000.0,2,12973,concessionária,Petrol,Manual,81.86,690000,27600.0,2022,novo
1360,1507,Ford,Ecosport,919000.0,3,16000,distribuidora,Petrol,Manual,121.31,875000,35000.0,2021,novo
1361,1508,Bentley,Continental,37700000.0,9,9000,distribuidora,Petrol,Automatic,626.0,14500000,580000.0,2015,novo
1362,1509,Maruti,Swift Dzire,674000.0,9,55236,distribuidora,Petrol,Manual,85.8,350000,14000.0,2015,moderadamente rodado
1363,1510,Honda,WR-V,1171000.0,2,10000,particular,Diesel,Manual,98.6,975000,39000.0,2022,novo
1364,1512,Honda,City,1266000.0,4,49000,distribuidora,Petrol,Automatic,117.6,970000,38800.0,2020,moderadamente rodado
1365,1513,Mahindra,Supro,1399372.0930232557,3,20000,particular,Diesel,Manual,45.0,500000,20000.0,2021,novo
1366,1514,Hyundai,Grand,967624.184646262,8,91468,distribuidora,Diesel,Manual,70.0,280000,11200.0,2016,rodado
1367,1517,Toyota,Fortuner,3747000.0,6,120000,particular,Diesel,Manual,168.5,1600000,64000.0,2018,rodado
1368,1518,Hyundai,i20,967624.184646262,2,20000,particular,Petrol,Manual,81.86,700000,28000.0,2022,novo
1369,1519,Mahindra,Thar,1475000.0,8,45000,distribuidora,Diesel,Manual,105.0,545000,21800.0,2016,moderadamente rodado
1370,1520,Maruti,Alto,614646.3878326996,17,80000,particular,Petrol,Manual,46.3,77000,3080.0,2007,rodado
1371,1521,Hyundai,i10,967624.184646262,10,80000,distribuidora,Petrol,Manual,78.9,225000,9000.0,2014,rodado
1372,1522,Maruti,Swift,646000.0,5,80000,particular,Petrol,Manual,81.8,510000,20400.0,2019,rodado
1373,1524,Mahindra,Scorpio,1510000.0,6,35000,particular,Diesel,Manual,120.0,850000,34000.0,2018,moderadamente rodado
1374,1525,Maruti,Vitara,614646.3878326996,5,63000,distribuidora,Diesel,Manual,88.5,735000,29400.0,2019,moderadamente rodado
1375,1526,Mahindra,Xylo,1399372.0930232557,8,100000,particular,Diesel,Manual,112.0,300000,12000.0,2016,rodado
1376,1527,Renault,Pulse,414304.9645390071,4,10000,particular,Petrol,Manual,74.93,426000,17040.0,2020,novo
1377,1528,Ford,Aspire,997000.0,6,42000,distribuidora,Diesel,Manual,99.0,475000,19000.0,2018,moderadamente rodado
1378,1529,Hyundai,Santro,967624.184646262,9,170000,particular,CNG,Manual,62.1,175000,7000.0,2015,rodado
1379,1530,Honda,Civic,2135000.0,14,60000,particular,Petrol,Automatic,130.0,320000,12800.0,2010,moderadamente rodado
1380,1531,Maruti,Baleno,668000.0,3,19000,distribuidora,Petrol,Manual,81.8,675000,27000.0,2021,novo
1381,1532,BMW,3,5099000.0,6,70000,particular,Diesel,Automatic,184.0,1750000,70000.0,2018,moderadamente rodado
1382,1534,Honda,CR,3268000.0,4,34000,distribuidora,Petrol,Automatic,187.4,1775000,71000.0,2020,moderadamente rodado
1383,1536,Maruti,Swift Dzire,614646.3878326996,6,36000,distribuidora,Diesel,Manual,74.0,545000,21800.0,2018,moderadamente rodado
1384,1537,Maruti,Celerio,553000.0,2,50000,particular,Petrol,Manual,67.0,500000,20000.0,2022,moderadamente rodado
1385,1538,Skoda,Rapid,890000.0,3,40000,particular,Petrol,Automatic,103.2,700000,28000.0,2021,moderadamente rodado
1386,1540,Maruti,Celerio,512000.0,7,110000,particular,Petrol,Automatic,67.04,250000,10000.0,2017,rodado
1387,1541,Maruti,Alto,614646.3878326996,15,30000,particular,Petrol,Manual,46.3,135000,5400.0,2009,moderadamente rodado
1388,1542,Maruti,Ertiga,862000.0,6,72909,distribuidora,Petrol,Manual,103.26,525000,21000.0,2018,moderadamente rodado
1389,1543,Hyundai,Creta,1171000.0,4,38425,distribuidora,Diesel,Manual,126.2,960000,38400.0,2020,moderadamente rodado
1390,1544,Ford,Endeavour,3575000.0,4,32000,distribuidora,Diesel,Automatic,197.2,2550000,102000.0,2020,moderadamente rodado
1391,1545,Hyundai,i20,777000.0,3,50000,particular,Petrol,Manual,81.83,700000,28000.0,2021,moderadamente rodado
1392,1547,Maruti,Swift Dzire,614646.3878326996,4,74014,distribuidora,Diesel,Manual,74.02,669000,26760.0,2020,moderadamente rodado
1393,1548,Maruti,Celerio,521000.0,7,76000,particular,Petrol,Manual,67.04,315000,12600.0,2017,moderadamente rodado
1394,1549,Hyundai,Verna,967624.184646262,3,15000,particular,Diesel,Manual,126.2,1240000,49600.0,2021,novo
1395,1550,Hyundai,EON,967624.184646262,9,70000,particular,Petrol,Manual,55.2,170000,6800.0,2015,moderadamente rodado
1396,1551,Maruti,Alto,614646.3878326996,6,35100,distribuidora,Petrol,Manual,67.05,290000,11600.0,2018,moderadamente rodado
1397,1552,Hyundai,Verna,1284000.0,13,120000,particular,Diesel,Manual,110.0,215000,8600.0,2011,rodado
1398,1553,Hyundai,Accent,967624.184646262,13,89562,distribuidora,Petrol,Manual,94.0,130000,5200.0,2011,rodado
1399,1554,Maruti,Vitara,614646.3878326996,3,60000,particular,Diesel,Manual,88.5,850000,34000.0,2021,moderadamente rodado
1400,1555,Hyundai,Grand,681000.0,4,22000,particular,Petrol,Manual,81.86,490000,19600.0,2020,novo
1401,1556,Porsche,Cayenne,13700000.0,4,36000,distribuidora,Petrol,Automatic,420.0,7800000,312000.0,2020,moderadamente rodado
1402,1557,Porsche,Cayenne,12484333.333333334,8,57000,distribuidora,Diesel,Automatic,240.0,2890000,115600.0,2016,moderadamente rodado
1403,1558,Ford,Figo,884000.0,8,145000,particular,Diesel,Manual,68.1,240000,9600.0,2016,rodado
1404,1559,Maruti,Swift,614646.3878326996,8,70000,particular,Diesel,Manual,74.0,330000,13200.0,2016,moderadamente rodado
1405,1560,Maruti,Alto,614646.3878326996,13,97000,particular,Petrol,Manual,46.3,95000,3800.0,2011,rodado
1406,1561,Maruti,Ertiga,862000.0,7,22681,distribuidora,Petrol,Manual,93.7,525000,21000.0,2017,novo
1407,1562,Toyota,Etios,2876695.0,8,110000,particular,Diesel,Manual,67.06,350000,14000.0,2016,rodado
1408,1563,Toyota,Etios,2876695.0,5,40001,distribuidora,Petrol,Manual,88.73,449000,17960.0,2019,moderadamente rodado
1409,1564,Volkswagen,Vento,1047000.0,7,96000,particular,Petrol,Manual,103.2,390000,15600.0,2017,rodado
1410,1565,Hyundai,i20,783000.0,4,27000,particular,Petrol,Manual,81.83,575000,23000.0,2020,novo
1411,1566,Maruti,Swift,614646.3878326996,8,72000,distribuidora,Diesel,Manual,74.0,410000,16400.0,2016,moderadamente rodado
1412,1567,Hyundai,i20,960000.0,7,57212,distribuidora,Diesel,Manual,88.73,550000,22000.0,2017,moderadamente rodado
1413,1568,Hyundai,i20,718000.0,7,50000,particular,Petrol,Manual,81.83,400000,16000.0,2017,moderadamente rodado
1414,1569,Hyundai,i20,777000.0,3,50000,particular,Petrol,Manual,81.83,660000,26400.0,2021,moderadamente rodado
1415,1570,Maruti,Swift Dzire,614646.3878326996,3,60000,particular,Diesel,Manual,74.02,700000,28000.0,2021,moderadamente rodado
1416,1572,Maruti,Alto,614646.3878326996,10,39513,distribuidora,Petrol,Manual,67.05,200000,8000.0,2014,moderadamente rodado
1417,1573,Maruti,Ertiga,614646.3878326996,4,40000,particular,Diesel,Manual,88.5,865000,34600.0,2020,moderadamente rodado
1418,1575,Maruti,Dzire VXI,680000.0,1,8000,particular,Petrol,Manual,88.5,650000,26000.0,2023,novo
1419,1576,Mahindra,XUV500,1645000.0,7,120000,particular,Diesel,Manual,140.0,900000,36000.0,2017,rodado
1420,1577,Maruti,Swift Dzire,653000.0,4,15659,concessionária,Petrol,Manual,81.8,625000,25000.0,2020,novo
1421,1578,Volkswagen,Jetta,820416.9884169884,11,150000,particular,Diesel,Manual,105.0,390000,15600.0,2013,rodado
1422,1579,Maruti,Wagon R,516000.0,6,50000,particular,Petrol,Manual,67.04,400000,16000.0,2018,moderadamente rodado
1423,1580,Mahindra,XUV500,1654000.0,4,65000,distribuidora,Diesel,Automatic,140.0,1175000,47000.0,2020,moderadamente rodado
1424,1581,Renault,KWID,346000.0,5,80000,particular,Petrol,Manual,53.3,250000,10000.0,2019,rodado
1425,1582,Hyundai,Venue,770000.0,2,3800,particular,Petrol,Manual,118.35,950000,38000.0,2022,novo
1426,1583,Honda,Amaze,708000.0,5,54000,distribuidora,Petrol,Manual,86.7,510000,20400.0,2019,moderadamente rodado
1427,1584,BMW,5,7320000.0,3,22000,distribuidora,Diesel,Automatic,187.74,4400000,176000.0,2021,novo
1428,1585,Maruti,Celerio,521000.0,4,25000,particular,Petrol,Manual,67.04,345000,13800.0,2020,novo
1429,1586,Ford,Fiesta,1050416.6666666667,12,95000,particular,Diesel,Manual,67.0,230000,9200.0,2012,rodado
1430,1587,Volkswagen,Polo,691000.0,11,61000,distribuidora,Petrol,Manual,73.9,235000,9400.0,2013,moderadamente rodado
1431,1588,Mercedes-Benz,A,117489928.05755396,7,65000,distribuidora,Diesel,Automatic,107.3,1075000,43000.0,2017,moderadamente rodado
1432,1589,Renault,KWID,381000.0,5,25000,particular,Petrol,Manual,67.0,300000,12000.0,2019,novo
1433,1590,Maruti,Wagon R,597000.0,10,64000,distribuidora,CNG,Manual,58.2,225000,9000.0,2014,moderadamente rodado
1434,1591,Maruti,S-Cross,614646.3878326996,3,90000,particular,Diesel,Manual,88.5,800000,32000.0,2021,rodado
1435,1593,Maruti,Swift,604000.0,9,51000,distribuidora,Petrol,Manual,85.0,291000,11640.0,2015,moderadamente rodado
1436,1595,Honda,City,1428000.0,6,40000,particular,Diesel,Manual,98.6,620000,24800.0,2018,moderadamente rodado
1437,1596,Hyundai,i10,967624.184646262,10,47000,distribuidora,Petrol,Manual,78.9,195000,7800.0,2014,moderadamente rodado
1438,1597,Maruti,Swift Dzire,653000.0,8,48987,concessionária,Petrol,Manual,85.8,370000,14800.0,2016,moderadamente rodado
1439,1598,Maruti,Swift,614646.3878326996,3,25000,particular,Diesel,Manual,74.0,690000,27600.0,2021,novo
1440,1599,Maruti,Swift,613000.0,8,30000,particular,Petrol,Manual,85.8,390000,15600.0,2016,moderadamente rodado
1441,1600,Mahindra,XUV500,1654000.0,9,80000,particular,Diesel,Manual,140.0,550000,22000.0,2015,rodado
1442,1601,Hyundai,Creta,1158000.0,4,54000,distribuidora,Petrol,Manual,121.3,1050000,42000.0,2020,moderadamente rodado
